Date,Close,High,Low,Open,Volume
2022-02-21,112.69999694824219,123.75,111.1500015258789,120.5,3716304
2022-02-22,114.3499984741211,116.75,108.44999694824219,111.0,4010678
2022-02-23,113.25,119.69999694824219,112.30000305175781,116.30000305175781,2337557
2022-02-24,101.94999694824219,108.5,101.94999694824219,108.5,3202409
2022-02-25,104.5999984741211,110.0,103.0,104.0,4213193
2022-02-28,104.5999984741211,106.5999984741211,101.1500015258789,102.0,2635673
2022-03-02,107.5999984741211,110.80000305175781,101.5,101.5,2483054
2022-03-03,106.4000015258789,110.94999694824219,105.0999984741211,110.0,1536356
2022-03-04,103.5,107.0999984741211,102.6500015258789,105.0,1715481
2022-03-07,99.5999984741211,102.69999694824219,97.0,101.80000305175781,2606599
2022-03-08,101.75,103.80000305175781,98.80000305175781,99.0,2501039
2022-03-09,107.5,109.69999694824219,102.30000305175781,103.0,2069832
2022-03-10,111.4000015258789,112.9000015258789,107.80000305175781,111.8499984741211,3081502
2022-03-11,122.5,122.5,115.0,116.9000015258789,3796368
2022-03-14,117.25,128.6999969482422,116.5,127.5,4130176
2022-03-15,115.55000305175781,120.4000015258789,112.80000305175781,118.4000015258789,2071446
2022-03-16,118.94999694824219,119.80000305175781,116.05000305175781,118.05000305175781,1612516
2022-03-17,116.80000305175781,121.5,115.6500015258789,120.0,1977893
2022-03-21,115.4000015258789,118.44999694824219,115.0,118.19999694824219,1543608
2022-03-22,113.1500015258789,116.8499984741211,112.0999984741211,114.0999984741211,1655799
2022-03-23,111.80000305175781,115.69999694824219,110.0999984741211,114.44999694824219,2309731
2022-03-24,109.69999694824219,114.25,108.9000015258789,111.9000015258789,3085013
2022-03-25,109.19999694824219,114.5,108.0999984741211,111.69999694824219,2401003
2022-03-28,100.69999694824219,106.75,99.1500015258789,101.3499984741211,5243142
2022-03-29,110.75,110.75,102.0,102.05000305175781,7061792
2022-03-30,114.80000305175781,119.9000015258789,111.69999694824219,113.0,3890593
2022-03-31,112.30000305175781,118.0,110.30000305175781,116.25,2453312
2022-04-01,122.6500015258789,123.5,112.30000305175781,112.69999694824219,3762082
2022-04-04,124.69999694824219,128.5,119.5,123.9000015258789,5791150
2022-04-05,132.14999389648438,134.9499969482422,123.8499984741211,125.9000015258789,6925281
2022-04-06,136.14999389648438,139.10000610351562,130.14999389648438,132.0,5622619
2022-04-07,125.1500015258789,138.60000610351562,124.0,136.5,5345931
2022-04-08,126.75,131.5,126.0,126.0,2973963
2022-04-11,125.8499984741211,130.4499969482422,125.0999984741211,126.9000015258789,1562737
2022-04-12,122.94999694824219,126.4000015258789,121.0,125.0,1977091
2022-04-13,123.4000015258789,127.0,122.25,123.5999984741211,1648115
2022-04-18,119.55000305175781,123.5,117.6500015258789,123.0,1205758
2022-04-19,123.5999984741211,131.5,120.4000015258789,120.5,4873123
2022-04-20,125.75,128.60000610351562,123.30000305175781,126.0,2758694
2022-04-21,130.3000030517578,134.0,124.3499984741211,127.44999694824219,4247086
2022-04-22,128.89999389648438,132.6999969482422,127.05000305175781,128.0,2450467
2022-04-25,123.25,128.4499969482422,121.69999694824219,127.0,1826560
2022-04-26,121.19999694824219,126.80000305175781,118.19999694824219,125.9000015258789,1789524
2022-04-27,123.0,124.69999694824219,118.5,120.0,2640030
2022-04-28,120.5999984741211,125.8499984741211,120.0,123.0,1451387
2022-04-29,123.55000305175781,126.5,119.0,122.19999694824219,2745695
2022-05-02,124.25,127.0,122.05000305175781,124.0,1530403
2022-05-04,116.0999984741211,126.3499984741211,112.94999694824219,125.0,2206418
2022-05-05,115.0999984741211,122.25,114.25,118.0,2590263
2022-05-06,111.30000305175781,113.0,110.0,112.94999694824219,1723960
2022-05-09,112.30000305175781,115.0,105.0,111.44999694824219,2003478
2022-05-10,108.19999694824219,116.0,106.0,113.30000305175781,1651090
2022-05-11,101.0,112.19999694824219,99.0,109.94999694824219,2965443
2022-05-12,100.9000015258789,107.80000305175781,96.4000015258789,102.0,3026642
2022-05-13,102.05000305175781,107.0,101.0,104.55000305175781,2307109
2022-05-16,98.30000305175781,101.0,96.05000305175781,98.0,2292453
2022-05-17,107.05000305175781,108.0999984741211,99.19999694824219,99.9000015258789,3028015
2022-05-18,104.0999984741211,109.5,103.25,107.4000015258789,1700333
2022-05-19,102.0999984741211,103.0999984741211,99.05000305175781,99.05000305175781,1583447
2022-05-20,104.0,106.69999694824219,103.0999984741211,105.0,1502352
2022-05-23,101.69999694824219,105.3499984741211,100.6500015258789,105.3499984741211,906988
2022-05-24,100.9000015258789,102.8499984741211,100.4000015258789,102.5,959803
2022-05-25,100.6500015258789,102.5999984741211,99.0,102.05000305175781,1441851
2022-05-26,100.3499984741211,101.9000015258789,94.4000015258789,101.44999694824219,1414181
2022-05-27,99.8499984741211,102.30000305175781,99.0,101.5999984741211,1102767
2022-05-30,102.55000305175781,104.4000015258789,100.25,100.8499984741211,1058373
2022-05-31,107.94999694824219,109.80000305175781,101.5999984741211,102.0,3287580
2022-06-01,108.05000305175781,111.19999694824219,107.0999984741211,110.0,2016533
2022-06-02,109.30000305175781,111.30000305175781,107.80000305175781,107.94999694824219,1500661
2022-06-03,106.5999984741211,111.05000305175781,105.19999694824219,111.05000305175781,1451504
2022-06-06,105.1500015258789,107.80000305175781,104.0,107.75,1003963
2022-06-07,105.5,108.94999694824219,104.0,105.19999694824219,1798891
2022-06-08,104.8499984741211,109.5,104.0999984741211,106.19999694824219,4502450
2022-06-09,104.44999694824219,106.4000015258789,103.19999694824219,104.94999694824219,1127229
2022-06-10,103.5999984741211,105.69999694824219,102.75,103.5,1521191
2022-06-13,96.94999694824219,101.5999984741211,95.75,100.9000015258789,2245759
2022-06-14,95.75,101.4000015258789,95.1500015258789,97.0,2326227
2022-06-15,95.5,99.0999984741211,95.0,97.8499984741211,2204517
2022-06-16,95.4000015258789,98.9000015258789,94.19999694824219,97.0,3442148
2022-06-17,95.5999984741211,97.44999694824219,94.55000305175781,95.55000305175781,1726018
2022-06-20,90.6500015258789,96.6500015258789,80.80000305175781,95.80000305175781,2742924
2022-06-21,94.5,94.9000015258789,89.5,91.9000015258789,1730628
2022-06-22,91.19999694824219,95.0,90.5,93.9000015258789,1207988
2022-06-23,90.30000305175781,93.75,89.19999694824219,92.0,1441018
2022-06-24,90.69999694824219,92.5,90.44999694824219,91.5,1128854
2022-06-27,93.0999984741211,95.0,91.6500015258789,92.0,1491409
2022-06-28,92.19999694824219,93.25,91.5999984741211,92.75,852555
2022-06-29,92.0999984741211,94.8499984741211,91.0999984741211,91.5,1126742
2022-06-30,90.5999984741211,93.4000015258789,90.4000015258789,92.25,715388
2022-07-01,91.0999984741211,91.8499984741211,88.25,90.5999984741211,1181457
2022-07-04,94.5,94.9000015258789,91.0999984741211,92.1500015258789,1053289
2022-07-05,93.1500015258789,95.94999694824219,92.5999984741211,95.0,839571
2022-07-06,91.75,93.4000015258789,91.30000305175781,93.19999694824219,533623
2022-07-07,94.9000015258789,95.9000015258789,91.9000015258789,92.9000015258789,1532604
2022-07-08,94.80000305175781,95.8499984741211,93.5,95.69999694824219,1359425
2022-07-11,101.3499984741211,102.80000305175781,94.19999694824219,95.0,3016948
2022-07-12,102.5999984741211,105.5,100.05000305175781,100.69999694824219,2250661
2022-07-13,101.6500015258789,103.8499984741211,101.0,103.30000305175781,1368205
2022-07-14,100.4000015258789,102.80000305175781,99.5,102.80000305175781,863781
2022-07-15,99.44999694824219,101.1500015258789,98.80000305175781,100.3499984741211,773178
2022-07-18,102.25,103.0,101.0,101.0999984741211,1143654
2022-07-19,102.30000305175781,104.5999984741211,100.69999694824219,101.75,1976618
2022-07-20,104.4000015258789,106.0,102.80000305175781,103.5999984741211,1912288
2022-07-21,105.80000305175781,107.0,103.80000305175781,104.6500015258789,1898268
2022-07-22,104.5,107.0,103.6500015258789,106.4000015258789,1214901
2022-07-25,104.25,104.94999694824219,103.5,104.5,913594
2022-07-26,113.9000015258789,121.80000305175781,104.0,104.25,13612880
2022-07-27,115.8499984741211,119.9000015258789,114.5,115.19999694824219,4304471
2022-07-28,114.25,117.69999694824219,113.5,117.5,1524371
2022-07-29,117.0999984741211,119.0,110.69999694824219,114.5,3149449
2022-08-01,123.25,124.5999984741211,115.80000305175781,117.25,4578316
2022-08-02,128.6999969482422,131.4499969482422,122.19999694824219,122.9000015258789,6262606
2022-08-03,125.05000305175781,129.89999389648438,124.1500015258789,128.85000610351562,3060840
2022-08-04,121.3499984741211,126.6500015258789,116.19999694824219,125.9000015258789,2986432
2022-08-05,120.0,124.0,119.05000305175781,122.0,1735286
2022-08-08,115.8499984741211,120.8499984741211,114.4000015258789,120.8499984741211,2696800
2022-08-10,117.55000305175781,119.80000305175781,114.5,116.5,2831997
2022-08-11,115.3499984741211,118.69999694824219,114.5,118.25,1633029
2022-08-12,115.1500015258789,118.19999694824219,114.5999984741211,115.5,1748744
2022-08-16,116.55000305175781,118.30000305175781,115.9000015258789,116.4000015258789,1566813
2022-08-17,121.80000305175781,123.44999694824219,116.3499984741211,117.0999984741211,3660974
2022-08-18,129.89999389648438,133.60000610351562,122.05000305175781,122.55000305175781,8977810
2022-08-19,135.60000610351562,138.60000610351562,130.1999969482422,130.89999389648438,10438601
2022-08-22,140.6999969482422,146.4499969482422,134.8000030517578,135.0,14000220
2022-08-23,138.6999969482422,144.3000030517578,135.5500030517578,140.39999389648438,6314648
2022-08-24,139.6999969482422,144.4499969482422,134.6999969482422,135.0,6962857
2022-08-25,139.75,143.25,138.3000030517578,141.5,3058022
2022-08-26,157.35000610351562,164.39999389648438,141.0500030517578,141.4499969482422,28998409
2022-08-29,158.75,168.60000610351562,151.64999389648438,152.8000030517578,19840947
2022-08-30,162.0,164.9499969482422,158.10000610351562,160.9499969482422,7921506
2022-09-01,193.85000610351562,194.39999389648438,160.39999389648438,161.0,39082903
2022-09-02,179.14999389648438,201.35000610351562,176.35000610351562,196.85000610351562,28620266
2022-09-05,182.6999969482422,193.8000030517578,175.0,180.1999969482422,20711878
2022-09-06,178.75,186.39999389648438,176.39999389648438,184.35000610351562,6702588
2022-09-07,180.6999969482422,187.35000610351562,177.6999969482422,178.0500030517578,6178203
2022-09-08,180.3000030517578,186.5,179.3000030517578,182.6999969482422,4685796
2022-09-09,162.4499969482422,181.0,162.3000030517578,180.0,9760444
2022-09-12,174.1999969482422,178.0,165.3000030517578,167.0,8493051
2022-09-13,165.5,173.0,165.5,172.89999389648438,1400994
2022-09-14,157.4499969482422,166.0,157.25,157.60000610351562,1828419
2022-09-15,154.4499969482422,161.3000030517578,150.3000030517578,158.0,1738927
2022-09-16,156.35000610351562,159.8000030517578,152.5,154.0,1491326
2022-09-19,151.8000030517578,159.0500030517578,150.0,158.0,955459
2022-09-20,154.4499969482422,157.6999969482422,151.5,153.5,817925
2022-09-21,146.75,155.0,146.75,154.4499969482422,1199185
2022-09-22,146.14999389648438,152.10000610351562,141.5,145.0500030517578,998648
2022-09-23,144.14999389648438,147.39999389648438,142.64999389648438,146.14999389648438,686328
2022-09-26,137.1999969482422,144.14999389648438,136.9499969482422,143.0,954421
2022-09-27,138.35000610351562,142.0,136.0,138.9499969482422,489737
2022-09-28,136.35000610351562,143.0,135.3000030517578,137.5,673612
2022-09-29,137.64999389648438,141.39999389648438,136.0,139.5,460435
2022-09-30,136.6999969482422,140.0,134.0,137.0,672171
2022-10-03,135.4499969482422,139.89999389648438,135.0,137.5,646760
2022-10-04,137.5500030517578,139.8000030517578,136.10000610351562,138.0,423867
2022-10-06,144.39999389648438,144.39999389648438,136.60000610351562,138.0,708226
2022-10-07,151.60000610351562,151.60000610351562,146.8000030517578,149.60000610351562,787010
2022-10-10,157.6999969482422,159.14999389648438,155.0,156.0,1684482
2022-10-11,149.85000610351562,155.75,149.85000610351562,154.35000610351562,907921
2022-10-12,142.6999969482422,147.0,142.39999389648438,146.0,922602
2022-10-13,142.35000610351562,145.3000030517578,140.14999389648438,143.0500030517578,536787
2022-10-14,138.85000610351562,145.6999969482422,138.25,144.89999389648438,686736
2022-10-17,138.6999969482422,143.5,135.75,139.1999969482422,1033973
2022-10-18,143.6999969482422,145.60000610351562,140.0,140.39999389648438,1125584
2022-10-19,141.35000610351562,143.89999389648438,138.0,143.0500030517578,821540
2022-10-20,139.10000610351562,142.5,138.6999969482422,142.5,319174
2022-10-21,139.14999389648438,144.0,137.75,140.0,618415
2022-10-24,139.14999389648438,139.14999389648438,139.14999389648438,139.14999389648438,0
2022-10-25,141.60000610351562,143.0,139.0,143.0,426227
2022-10-27,141.85000610351562,142.89999389648438,139.10000610351562,142.39999389648438,524257
2022-10-28,141.89999389648438,144.0,140.5,142.0,455801
2022-10-31,141.4499969482422,144.0,138.3000030517578,143.8000030517578,531686
2022-11-01,140.64999389648438,143.0,138.10000610351562,140.25,288236
2022-11-02,140.5500030517578,142.0,139.0,142.0,258410
2022-11-03,140.14999389648438,142.3000030517578,139.1999969482422,140.0500030517578,198576
2022-11-04,147.14999389648438,147.14999389648438,139.0,139.1999969482422,757938
2022-11-07,152.9499969482422,153.89999389648438,145.10000610351562,147.8000030517578,1085314
2022-11-09,146.64999389648438,154.9499969482422,145.64999389648438,154.89999389648438,704574
2022-11-10,142.85000610351562,148.39999389648438,141.5,146.9499969482422,467484
2022-11-11,146.1999969482422,148.8000030517578,142.85000610351562,144.39999389648438,602577
2022-11-14,153.39999389648438,153.5,145.0,149.25,1284679
2022-11-15,151.35000610351562,156.6999969482422,150.64999389648438,152.3000030517578,609981
2022-11-16,148.64999389648438,153.1999969482422,147.64999389648438,151.0,607053
2022-11-17,146.0500030517578,150.4499969482422,145.60000610351562,148.5500030517578,528087
2022-11-18,147.64999389648438,152.25,147.25,147.35000610351562,561945
2022-11-21,145.25,148.39999389648438,144.35000610351562,147.5,428059
2022-11-22,141.3000030517578,147.0,140.0,147.0,478052
2022-11-23,146.14999389648438,147.85000610351562,141.5,142.39999389648438,496347
2022-11-24,147.0500030517578,150.5,143.5,143.5,387242
2022-11-25,154.3000030517578,154.39999389648438,144.9499969482422,147.6999969482422,1571226
2022-11-28,153.64999389648438,159.1999969482422,153.0,154.39999389648438,1218304
2022-11-29,154.14999389648438,158.0,152.10000610351562,154.35000610351562,801793
2022-11-30,157.6999969482422,160.89999389648438,153.10000610351562,155.0,2694941
2022-12-01,156.10000610351562,159.10000610351562,154.85000610351562,157.0,697198
2022-12-02,162.89999389648438,163.75,154.10000610351562,158.0,1604661
2022-12-05,157.89999389648438,164.35000610351562,157.14999389648438,164.35000610351562,945767
2022-12-06,156.39999389648438,160.64999389648438,155.3000030517578,155.5,1088807
2022-12-07,154.1999969482422,157.6999969482422,152.5500030517578,157.5500030517578,651013
2022-12-08,154.0500030517578,156.8000030517578,152.10000610351562,154.1999969482422,596748
2022-12-09,154.75,160.6999969482422,154.10000610351562,155.3000030517578,1378551
2022-12-12,161.8000030517578,162.4499969482422,153.0,155.25,2971065
2022-12-13,157.25,164.0,156.75,164.0,1937271
2022-12-14,156.64999389648438,161.6999969482422,153.14999389648438,155.60000610351562,3110155
2022-12-15,148.89999389648438,155.6999969482422,148.85000610351562,154.0,2178314
2022-12-16,151.10000610351562,154.6999969482422,149.60000610351562,151.89999389648438,1931417
2022-12-19,150.64999389648438,152.9499969482422,149.5,151.6999969482422,646768
2022-12-20,149.8000030517578,152.0,148.1999969482422,151.0,654972
2022-12-21,142.5500030517578,150.8000030517578,142.35000610351562,150.5500030517578,1529900
2022-12-22,135.4499969482422,144.0,135.4499969482422,142.39999389648438,1971677
2022-12-23,128.6999969482422,133.0,128.6999969482422,131.10000610351562,1476930
2022-12-26,128.1999969482422,132.39999389648438,122.30000305175781,125.0,4057278
2022-12-27,134.60000610351562,134.60000610351562,127.4000015258789,129.10000610351562,1939011
2022-12-28,136.5,141.3000030517578,134.35000610351562,134.6999969482422,2098211
2022-12-29,135.8000030517578,137.0500030517578,133.60000610351562,136.5,880834
2022-12-30,137.6999969482422,140.85000610351562,136.5,136.6999969482422,950381
2023-01-02,137.85000610351562,139.89999389648438,136.85000610351562,139.4499969482422,643832
2023-01-03,138.60000610351562,142.3000030517578,137.5,137.6999969482422,788896
2023-01-04,136.4499969482422,140.5,135.0,138.89999389648438,838291
2023-01-05,133.75,137.89999389648438,131.9499969482422,137.8000030517578,1120318
2023-01-06,130.1999969482422,134.5,129.8000030517578,134.39999389648438,1128076
2023-01-09,135.0500030517578,135.8000030517578,131.5,132.5500030517578,820578
2023-01-10,133.0,136.64999389648438,132.6999969482422,136.39999389648438,481501
2023-01-11,134.3000030517578,135.25,132.85000610351562,134.10000610351562,537859
2023-01-12,132.3000030517578,135.60000610351562,131.5,135.10000610351562,727931
2023-01-13,132.64999389648438,134.4499969482422,131.5500030517578,133.0,760923
2023-01-16,139.25,139.25,133.8000030517578,134.14999389648438,716375
2023-01-17,141.3000030517578,145.0,140.25,141.60000610351562,1635698
2023-01-18,139.5,142.85000610351562,139.0,141.89999389648438,718448
2023-01-19,137.5,142.75,137.0,139.25,749354
2023-01-20,136.25,140.3000030517578,135.6999969482422,137.5,1399790
2023-01-23,133.6999969482422,139.0,132.89999389648438,139.0,591735
2023-01-24,132.10000610351562,135.14999389648438,131.75,135.0500030517578,469018
2023-01-25,128.14999389648438,132.89999389648438,127.6500015258789,132.0500030517578,742820
2023-01-27,121.9000015258789,130.39999389648438,121.75,128.0500030517578,1348564
2023-01-30,119.1500015258789,123.80000305175781,117.55000305175781,120.0999984741211,1210695
2023-01-31,125.0999984741211,125.0999984741211,119.3499984741211,121.0,881510
2023-02-01,122.25,130.6999969482422,120.3499984741211,127.0,1374551
2023-02-02,121.30000305175781,125.9000015258789,118.80000305175781,122.05000305175781,1155689
2023-02-03,121.4000015258789,124.5999984741211,115.3499984741211,121.0,1573613
2023-02-06,124.44999694824219,126.5999984741211,119.5,119.69999694824219,1205797
2023-02-07,123.25,126.44999694824219,122.0999984741211,125.0,658418
2023-02-08,123.55000305175781,125.0,122.5,123.9000015258789,608664
2023-02-09,127.30000305175781,129.3000030517578,123.5999984741211,124.44999694824219,1154412
2023-02-10,130.9499969482422,132.0,126.6500015258789,127.19999694824219,858592
2023-02-13,127.55000305175781,134.5,126.5,132.14999389648438,1077274
2023-02-14,123.30000305175781,129.0,122.30000305175781,128.1999969482422,822493
2023-02-15,128.4499969482422,128.89999389648438,122.5,123.9000015258789,1158813
2023-02-16,129.5500030517578,131.64999389648438,128.10000610351562,129.75,657342
2023-02-17,127.05000305175781,131.6999969482422,125.8499984741211,130.9499969482422,1158643
2023-02-20,123.6500015258789,127.69999694824219,122.6500015258789,127.5,1273097
2023-02-21,120.80000305175781,124.55000305175781,120.0,124.19999694824219,763741
2023-02-22,118.55000305175781,120.5999984741211,117.0999984741211,120.44999694824219,1551085
2023-02-23,115.80000305175781,119.0,114.5999984741211,119.0,1110598
2023-02-24,126.94999694824219,127.3499984741211,116.80000305175781,117.94999694824219,3497721
2023-02-27,127.75,136.5,126.0,126.94999694824219,5044701
2023-02-28,130.6999969482422,132.8000030517578,127.0,128.5500030517578,2195389
2023-03-01,135.6999969482422,137.0,131.3000030517578,133.1999969482422,2433488
2023-03-02,135.8000030517578,139.39999389648438,133.75,137.4499969482422,1795917
2023-03-03,143.25,144.60000610351562,135.5,136.8000030517578,3574241
2023-03-06,140.8000030517578,145.8000030517578,139.60000610351562,143.89999389648438,2036128
2023-03-08,153.8000030517578,154.85000610351562,138.9499969482422,140.8000030517578,5066114
2023-03-09,146.35000610351562,155.39999389648438,143.5,153.5,3536669
2023-03-10,147.25,149.39999389648438,142.64999389648438,144.75,3009122
2023-03-13,139.64999389648438,148.1999969482422,138.14999389648438,147.1999969482422,2048610
2023-03-14,144.3000030517578,145.8000030517578,135.75,140.10000610351562,2061427
2023-03-15,146.6999969482422,149.1999969482422,144.5500030517578,146.9499969482422,2242191
2023-03-16,141.25,146.5,140.64999389648438,146.5,1371398
2023-03-17,148.64999389648438,153.0,143.10000610351562,143.10000610351562,10471294
2023-03-20,148.0500030517578,154.6999969482422,144.85000610351562,149.0,4212014
2023-03-21,146.85000610351562,150.60000610351562,145.5,149.0500030517578,1645929
2023-03-22,148.89999389648438,150.39999389648438,146.4499969482422,147.60000610351562,1222728
2023-03-23,148.1999969482422,151.0,147.25,148.64999389648438,1360324
2023-03-24,143.10000610351562,149.35000610351562,142.39999389648438,148.3000030517578,1200721
2023-03-27,142.1999969482422,144.8000030517578,141.60000610351562,144.4499969482422,1050458
2023-03-28,137.5,142.9499969482422,136.5,142.4499969482422,1296373
2023-03-29,141.5500030517578,143.89999389648438,135.75,136.5500030517578,3519899
2023-03-31,144.25,145.64999389648438,142.60000610351562,142.85000610351562,2355256
2023-04-03,146.39999389648438,147.5,145.10000610351562,145.89999389648438,1067769
2023-04-05,151.39999389648438,154.1999969482422,145.5500030517578,146.9499969482422,2718242
2023-04-06,151.39999389648438,155.25,149.89999389648438,151.8000030517578,2207146
2023-04-10,146.8000030517578,152.8000030517578,146.0500030517578,151.89999389648438,1181455
2023-04-11,157.35000610351562,161.25,147.5500030517578,147.9499969482422,7879641
2023-04-12,155.6999969482422,159.6999969482422,155.0500030517578,157.89999389648438,2691319
2023-04-13,165.5500030517578,168.85000610351562,154.4499969482422,155.0,6242789
2023-04-17,162.0,166.0500030517578,160.5500030517578,164.5,2627397
2023-04-18,159.64999389648438,163.0,158.25,161.35000610351562,1991071
2023-04-19,159.1999969482422,164.1999969482422,157.3000030517578,159.0500030517578,2806166
2023-04-20,159.5500030517578,161.4499969482422,158.64999389648438,160.3000030517578,1528868
2023-04-21,159.35000610351562,163.85000610351562,157.3000030517578,160.3000030517578,2658208
2023-04-24,157.85000610351562,161.39999389648438,156.75,160.8000030517578,1107065
2023-04-25,157.89999389648438,160.8000030517578,157.39999389648438,157.9499969482422,1778643
2023-04-26,153.60000610351562,158.64999389648438,153.10000610351562,157.8000030517578,1272409
2023-04-27,160.6999969482422,163.14999389648438,153.1999969482422,154.1999969482422,5213009
2023-04-28,157.5500030517578,163.10000610351562,155.89999389648438,161.6999969482422,1845188
2023-05-02,154.9499969482422,159.4499969482422,154.3000030517578,158.9499969482422,1262838
2023-05-03,153.75,156.8000030517578,150.85000610351562,154.0,1730231
2023-05-04,154.5500030517578,157.8000030517578,153.60000610351562,154.39999389648438,1638221
2023-05-05,153.60000610351562,157.5,152.14999389648438,153.8000030517578,1737610
2023-05-08,152.4499969482422,156.0,151.10000610351562,155.10000610351562,1162009
2023-05-09,150.3000030517578,153.39999389648438,148.4499969482422,151.10000610351562,1732308
2023-05-10,148.8000030517578,151.6999969482422,147.75,150.9499969482422,839843
2023-05-11,147.85000610351562,149.9499969482422,146.5,148.89999389648438,1333676
2023-05-12,146.60000610351562,150.3000030517578,146.0500030517578,147.85000610351562,1121430
2023-05-15,144.14999389648438,147.39999389648438,143.5,146.64999389648438,851364
2023-05-16,140.89999389648438,147.10000610351562,140.5500030517578,143.5,1866964
2023-05-17,137.10000610351562,142.4499969482422,136.39999389648438,141.0,1348528
2023-05-18,135.89999389648438,140.5,135.0,138.35000610351562,2062718
2023-05-19,137.4499969482422,140.39999389648438,131.39999389648438,137.0,3966670
2023-05-22,134.64999389648438,138.75,133.85000610351562,138.3000030517578,1175031
2023-05-23,139.64999389648438,145.8000030517578,133.60000610351562,134.75,5899807
2023-05-24,138.60000610351562,144.0,137.5,139.39999389648438,2155057
2023-05-25,138.89999389648438,145.39999389648438,137.6999969482422,139.35000610351562,4042738
2023-05-26,138.0,142.10000610351562,137.1999969482422,139.60000610351562,2135801
2023-05-29,139.64999389648438,140.89999389648438,138.14999389648438,138.6999969482422,1314674
2023-05-30,138.60000610351562,141.1999969482422,138.0,139.85000610351562,1077704
2023-05-31,134.6999969482422,137.5,132.25,134.35000610351562,3097207
2023-06-01,133.9499969482422,137.1999969482422,133.5,134.60000610351562,1287812
2023-06-02,134.60000610351562,138.5500030517578,134.0,134.9499969482422,1632751
2023-06-05,132.8000030517578,136.4499969482422,132.1999969482422,135.8000030517578,1402403
2023-06-06,132.5,134.10000610351562,131.5,133.6999969482422,1338181
2023-06-07,136.0500030517578,139.0,132.35000610351562,133.5500030517578,4038980
2023-06-08,137.0500030517578,143.1999969482422,136.10000610351562,136.3000030517578,3658660
2023-06-09,137.1999969482422,138.75,135.8000030517578,138.14999389648438,1285143
2023-06-12,139.39999389648438,141.85000610351562,136.89999389648438,137.6999969482422,3495796
2023-06-13,143.85000610351562,146.3000030517578,140.25,140.64999389648438,4669256
2023-06-14,149.9499969482422,152.5,143.0500030517578,144.6999969482422,9256186
2023-06-15,149.4499969482422,153.1999969482422,148.1999969482422,149.85000610351562,4482962
2023-06-16,151.5500030517578,155.25,150.6999969482422,150.75,5272556
2023-06-19,150.75,158.0,150.0,153.5,7330638
2023-06-20,146.5,152.1999969482422,145.35000610351562,151.85000610351562,3101771
2023-06-21,147.75,149.75,145.5500030517578,147.1999969482422,2290641
2023-06-22,145.14999389648438,151.3000030517578,143.5,148.4499969482422,1984324
2023-06-23,143.25,145.60000610351562,142.4499969482422,145.60000610351562,1338543
2023-06-26,140.1999969482422,144.5,138.85000610351562,144.1999969482422,2027061
